date,source,sentence,topic,people (keyword count in url),crops (keyword count in url),homes (keyword count in url),money (keyword count in url),importance (keyword count in url),location
9/25/18,https://www.tribuneindia.com/news/punjab/punjab-toll-3-many-towns-waterlogged/658361.html,"  at the ‘sodal mela’ in jalandhar, an eight-month-old daughter of a rajasthani stall owner drowned after she fell off a bench on which she was asleep in the night as the area was inundated",death,10,6,5,0,21,"amritsar, gurdaspur, jalandhar, ludhiana, pathankot, patiala, sangrur"
9/25/18,https://www.tribuneindia.com/news/punjab/punjab-toll-3-many-towns-waterlogged/658361.html,"in amritsar, a man and his 12-year-old son drowned after their car fell off a bridge into an overflowing drain near khiyala village during heavy rain",death,10,6,5,0,21,"amritsar, gurdaspur, jalandhar, ludhiana, pathankot, patiala, sangrur"
7/5/18,https://www.tribuneindia.com/news/punjab/rain-pours-misery-in-malwa-5-dead/615378.html,"rain pours misery in malwa, 5 dead",death,20,27,30,0,77,"patiala, sas nagar, sri muktsar sahib"
7/5/18,https://www.tribuneindia.com/news/punjab/rain-pours-misery-in-malwa-5-dead/615378.html," a few hours after the death of her husband and two daughters, the woman gave birth to twins at a private hospital",death,20,27,30,0,77,"patiala, sas nagar, sri muktsar sahib"
7/5/18,https://www.tribuneindia.com/news/punjab/rain-pours-misery-in-malwa-5-dead/615378.html," in another incident at malout village, harjinder kaur (22), who was also pregnant, died after the roof of her house collapsed",death,20,27,30,0,77,"patiala, sas nagar, sri muktsar sahib"
7/5/18,https://www.tribuneindia.com/news/punjab/rain-pours-misery-in-malwa-5-dead/615378.html,"ush({ });  at mahuana village, tarsem singh (56), a truck driver from samana in patiala district, who had come here to attend a two-day refresher course at the state institute of automotive and driving skills (siads) died after the roof of a roadside eatery gave way",death,20,27,30,0,77,"patiala, sas nagar, sri muktsar sahib"
9/2/19,https://www.tribuneindia.com/news/punjab/1-lakh-cattle-on-the-loose-claim-100-lives-a-year-in-punjab/826294.html," in patiala, the home district of chief minister capt amarinder singh and local bodies minister brahm mohindra, four people have died in the past one month in such incidents",death,18,26,4,2,50,"patiala, sangrur"
9/2/19,https://www.tribuneindia.com/news/punjab/1-lakh-cattle-on-the-loose-claim-100-lives-a-year-in-punjab/826294.html,"ush({ });  as per the record of the ministry of road transport, provided by the state police, 114 persons died and 11 were injured in accidents involving strays in 2018",death,18,26,4,2,50,"patiala, sangrur"
9/2/19,https://www.tribuneindia.com/news/punjab/1-lakh-cattle-on-the-loose-claim-100-lives-a-year-in-punjab/826294.html,"in the last three years, 370 people have died and another 167 have injured in road accidents",death,18,26,4,2,50,"patiala, sangrur"
9/2/19,https://www.tribuneindia.com/news/punjab/1-lakh-cattle-on-the-loose-claim-100-lives-a-year-in-punjab/826294.html,"4 killed in patiala, 8 in sangrur last month  in patiala, four people have died in the past one month in stray cattle-related incidents",death,18,26,4,2,50,"patiala, sangrur"
9/2/19,https://www.tribuneindia.com/news/punjab/1-lakh-cattle-on-the-loose-claim-100-lives-a-year-in-punjab/826294.html,"as per the record of the ministry of road transport, provided by the state police, 114 persons died and 11 were injured in accidents involving strays in 2018",death,18,26,4,2,50,"patiala, sangrur"
8/5/19,https://www.tribuneindia.com/news/punjab/sad-aap-disrupt-punjab-assembly-on-bargari-probe/813341.html,"tribune news service chandigarh, august 5   the question hour during the second sitting of the punjab assembly monsoon session on monday was drowned amidst din over the bargari sacrilege investigation",death,2,2,3,0,7,punjab
8/2/19,https://www.tribuneindia.com/news/punjab/punjab-assembly-adjourned-within-minutes-on-day-1/811894.html,  parminder singh dhindsa of akali dal and aman arora of aap said that the name of fatehveer—a two-year-old child who had fallen into a borewell in sangrur and died—should be included in the list,death,2,3,2,0,7,sangrur
7/11/19,https://www.tribuneindia.com/news/punjab/rains-cast-shadow-on-corridor-work/800091.html,"ravi dhaliwal tribune news service  dera baba nanak, july 10  with just 30 per cent of the work completed till yet and the monsoon setting in, there are reports that the october 31st deadline to complete the kartarpur corridor project may be missed",death,5,1,1,0,7,punjab
7/11/19,https://www.tribuneindia.com/news/punjab/rains-cast-shadow-on-corridor-work/800091.html," officials confirmed that for the next two months, when the monsoon will be at its peak, the work would continue to be done in bits and pieces, a development which is sure to push the deadline back by a few weeks",death,5,1,1,0,7,punjab
7/11/19,https://www.tribuneindia.com/news/punjab/rains-cast-shadow-on-corridor-work/800091.html,this means we have very less time left if we have to meet the october 31 deadline,death,5,1,1,0,7,punjab
7/11/19,https://www.tribuneindia.com/news/punjab/rains-cast-shadow-on-corridor-work/800091.html,"       officials confirmed that for the next two months, when the monsoon will be at its peak, the work would continue to be done in bits and pieces, a development which is sure to push the deadline back by a few weeks",death,5,1,1,0,7,punjab
6/11/19,https://www.tribuneindia.com/news/punjab/sluggish-monsoon-may-spell-trouble-for-farm-sector/786365.html," if there is a long gap between two rain spells, there is high probability of newly planted seeds getting killed",death,1,24,2,0,27,punjab
9/16/18,https://www.tribuneindia.com/news/punjab/daduwal-mand-are-congress-puppets-sukhbir-badal/653799.html,   highlights parkash badal claims one sikh radical arrested with a pistol meant to kill him and his son at the rally,death,3,2,1,1,7,faridkot
9/14/18,https://www.tribuneindia.com/news/punjab/outlet-blocked-village-turns-pond/652677.html," irked with no response from the administration, the villagers collected rs 3,000 and drained out water from the streets with the help of a diesel pump",death,11,6,20,0,37,"gurdaspur, sas nagar"
9/3/18,https://www.tribuneindia.com/news/punjab/things-get-verse-in-vidhan-sabha/646983.html,"cancer-prone village bats for hygiene  abohar: dangarkhera village, once infamous for cancer deaths, is now focusing on health and hygiene",death,10,1,8,0,19,"mansa, pathankot, sri muktsar sahib"
8/22/18,https://www.tribuneindia.com/news/punjab/sidhu-issue-will-be-raised-in-assembly-and-parliament-shwait-malik/641037.html,"ravi s singh  tribune news service  new delhi, august 22  the controversy stoked by punjab minister navjot singh sidhu by  hugging pakistan army chief qamar javed bajwa refuses to die down with  the state bjp president and rajya sabha mp shwait malik saying the issue  would be raised in the state assembly during the monsoon session, and  in parliament during its next session",death,5,0,2,0,7,amritsar
6/6/18,https://www.tribuneindia.com/news/punjab/beas-on-revival-mode-gets-fish-seeds/600824.html,   tonnes of fish that died due to molasses spill on may 17 were supposed to breed in the coming monsoon,death,3,10,3,0,16,punjab
5/26/18,https://www.tribuneindia.com/news/punjab/beas-spill-food-scarcity-to-hit-dolphins-gharials/595164.html,"gs paul tribune news service amritsar, may 25  tonnes of fish which died due to the molasses’ spill in the beas were supposed to breed in the coming monsoon",death,3,8,6,0,17,amritsar
1/3/17,https://www.tribuneindia.com/news/community/as-rains-falter-bhakra-cuts-supply-to-states/345317.html,"in 1985, the water had dropped to 1,463 feet, just a foot above its dead storage level, implying that the reservoir was virtually devoid of usable water",death,1,0,1,1,3,punjab
11/23/16,https://www.tribuneindia.com/news/community/rough-ride-for-industry-in-jalandhar-north/327058.html,“as many as 28 youths aged less than 30 years have died due to drug addiction in my ward in the past five years,death,7,13,5,3,28,"jalandhar, ludhiana, sas nagar"
11/17/16,https://www.tribuneindia.com/news/politics/nothing-western-about-jalandhar-west/324441.html," the foundation stone of another skill centre, named after kabir, to train construction workers was laid on the 120-ft road earlier this year",death,23,11,9,1,44,"jalandhar, kapurthala"
9/22/16,https://www.tribuneindia.com/news/community/prolonged-monsoon-led-to-rise-in-dengue-cases-says-expert/299015.html," so far, 12 suspected dengue death has been reported from across the state",death,1,1,2,0,4,"amritsar, jalandhar, ludhiana, sangrur, sas nagar"
9/7/16,https://www.tribuneindia.com/news/community/stormy-monsoon-session-on-cards-in-punjab/291627.html,during the session four sittings will take place before being adjourned sine die on next wednesday,death,2,3,1,0,6,punjab
7/4/16,https://www.tribuneindia.com/news/community/paddy-on-450-acres-submerged/260794.html,"two killed, 5 hurt in roof collapse  muktsar: a man and his mother were killed when the roof of their house collapsed due to rain at dabwali malko ki village of lambi constituency on sunday",death,14,19,26,2,61,"jalandhar, sri muktsar sahib"
6/28/16,https://www.tribuneindia.com/news/governance/115-year-old-fazilka-building-now-a-protected-monument/258020.html,"after the death of sunder mal and his family members in the 1940s, nobody came forward to take care of it",death,4,0,1,0,5,fazilka
2/14/16,https://www.tribuneindia.com/news/community/to-serve-people-he-bridges-gaps-in-development/196012.html,bhag singh died in 1987.,death,4,0,7,1,12,punjab
10/20/15,https://www.tribuneindia.com/news/community/bbmb-s-plan-to-inspect-dams-submerged-parts-opposed/148157.html," the inspection will require bringing the level of the bhakra dam reservoir on the sutlej to its dead storage level of 1,462 feet – about 220 feet lower than its maximum capacity – for experts to study the state and health of the trash racks, penstocks, river outlets and other submerged installations",death,1,0,16,0,17,punjab
9/10/15,https://www.tribuneindia.com/news/punjab/punjab-govt-approves-bailout-package-for-sugar-mills/131383.html,the monsoon session would commence on september 18 afternoon at 2 pm with obituary references and legislative business would be transacted on september 21-24 and it would be adjourned sine die on september 24,death,1,16,2,2,21,punjab
9/1/15,https://www.tribuneindia.com/news/community/relief-for-region-s-farmers-as-dams-full-despite-deficient-rain/127285.html,  bhakra beas management board member (irrigation) sk sharma said water level at these dams was nearing capacity even as the filling-period deadline was 20 days away,death,2,17,3,1,23,punjab
9/1/15,https://www.tribuneindia.com/news/community/relief-for-region-s-farmers-as-dams-full-despite-deficient-rain/127285.html," bhakra officials said due to better inflow this year, there were chances that the dams would be filled to capacity even before the september 20 deadline.",death,2,17,3,1,23,punjab
8/4/15,https://www.tribuneindia.com/news/punjab/bamiyal-sector-remains-as-vulnerable-as-ever/115200.html," then, they shot dead their first target — amarjit singh, who runs a ‘chhole-kulcha’ joint near the bus stand — on july 27",death,8,0,4,0,12,"gurdaspur, pathankot, sas nagar"
7/30/15,https://www.tribuneindia.com/news/community/new-guidelines-for-bsf-army/113097.html,in december last year an army camp in uri had come under attack and 11 soldiers had died.,death,3,3,1,0,7,"gurdaspur, pathankot"
7/23/15,https://www.tribuneindia.com/news/community/denied-meeting-cps-sidhu-barges-into-cm-s-event/110217.html,"perneet singh tribune news service amritsar, july 22  chief parliamentary secretary dr navjot kaur sidhu, after being “cold-shouldered” by the state government, today threatened to sit on fast-unto-death if a grant of rs10 crore for construction of roads in her amritsar east assembly segment is not released within a fortnight",death,5,1,2,1,9,"amritsar, bathinda"
7/6/15,https://www.tribuneindia.com/news/community/waterlogging-monsoon-nears-but-projects-unfinished/102939.html," when contacted, sl sidhu, superintending engineer, drainage department, said, “we hope to complete the cleaning work of drains before its deadline on july 10",death,5,22,12,3,42,sri muktsar sahib
6/2/15,https://www.tribuneindia.com/news/community/monsoon-ahead-but-drains-in-muktsar-yet-to-be-desilted/88370.html,"tribune news service muktsar, june 1  the irrigation department is likely to miss the deadline of june 30 to clean and desilt drains in muktsar district",death,3,4,4,1,12,sri muktsar sahib
5/21/15,https://www.tribuneindia.com/news/governance/facing-fund-crunch-dept-to-clean-only-16-of-92-drains/83231.html,“financial crunch means we had to identify just 16 drains which will be cleaned before the july 1 deadline expires,death,2,2,1,2,7,"gurdaspur, sas nagar, sri muktsar sahib"
5/14/15,https://www.tribuneindia.com/news/community/connecting-people-pulanwala-baba-builds-sixth-bridge-costing-rs-5-cr/80273.html,bhag singh died in 1987.,death,5,0,9,4,18,punjab
4/28/15,https://www.tribuneindia.com/news/community/gurdaspur-roads-in-a-dilapidated-state/73174.html,"  the 22-km mukerian-gurdaspur stretch, too, has become a virtual death trap",death,6,1,2,0,9,gurdaspur
12/19/14,https://www.tribuneindia.com/news/community/garbage-dumps-make-town-susceptible-to-diseases/19900.html,"the council pays a monthly electricity bill of rs 3 to 4 lakh  the state government had announced to open an industrial training institute in samana almost five years ago, but work on the project is yet to begin fact file  number of wards: 17  total population: 55,000  number of voters: 39,108  male voters: 20,577  female voters: 18,531  infant mortality rate: 29  gender ratio: 932/1,000 health/education  government schools: 14  private & aided schools: 30  no",death,7,2,4,0,13,punjab
11/30/14,https://www.tribuneindia.com/news/punjab/poor-supply-forcing-residents-to-dig-deep-for-water/12507.html,    infant mortality rate: 21  5,death,13,1,5,0,19,punjab
9/28/19,https://www.tribuneindia.com/news/punjab/six-pilgrims-from-punjab-killed-in-uttarakhand-accident/839621.html,"new tehri, september 28 six pilgrims from punjab, who were on their way to the himalayan shrine of hemkund sahib, were killed and four injured when a huge rock fell on their vehicle in tehri district following a landslip triggered by heavy rains",death,5,9,2,0,16,sas nagar
9/28/19,https://www.tribuneindia.com/news/punjab/six-pilgrims-from-punjab-killed-in-uttarakhand-accident/839621.html,"the vehicle, a tempo traveller, turned turtle after the huge rock fell on it, killing five pilgrims on the spot while another died at hospital",death,5,9,2,0,16,sas nagar
